Unnamed: 0,Id,groupId,matchId,maxPlace,numGroups,rankPoints,revives,matchType_crashfpp,matchType_crashtpp,matchType_duo,matchType_duo-fpp,matchType_normal-duo-fpp,matchType_normal-solo-fpp,matchType_normal-squad-fpp,matchType_solo,matchType_solo-fpp,matchType_squad,matchType_squad-fpp,game_vector,aggregate_vector
2329569,cf3fc190ef0636,9ab58287ac919e,2b13e071d8c637,49,49,-1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.398275862772851, -0.6412364113171386, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 1.6915346218298761, 0.8300993333019364, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, -0.8048798050424559, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.8960548015454953, -1.027866491201711, 1.253121216138266]","[-0.6120417990159291, -0.7820090002031435, -0.8960548015454953, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.6915346218298761]"
2748178,e623835ca5d21d,6316b093b9ecbe,895de0a11d38c9,28,27,1500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.6412364113171386, -0.6379350748313424, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 1.2959465437592783, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 1.8059531419904893, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.6303192734971446, -0.6185210148171189, -0.7927620249232471]","[-0.6120417990159291, -0.6379350748313424, -0.6303192734971446, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.2959465437592783]"
2282301,d7c5c1a1bd918a,e2029475901d30,1a2af48f98525c,98,94,1502,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[-0.398275862772851, -0.6412364113171386, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 0.5047703876180828, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 0.8815975465814263, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, 0.03513977948103514, 0.20016993795206556, -0.7927620249232471]","[-0.6120417990159291, -0.7820090002031435, 0.03513977948103514, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 0.5047703876180828]"
950009,0bcc4efeade33f,ae841837835a89,4ae66868f61da3,28,25,1410,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.6412364113171386, -0.1615355920558522, 0.3570673533001329, -0.3717886566871876, -0.5048542334826717, 1.403834201414896, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 1.1909737050448677, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.8466260543072653, -0.6185210148171189, -0.7927620249232471]","[-0.6120417990159291, -0.1615355920558522, -0.8466260543072653, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.403834201414896]"
414480,f842ff43c8f9ad,864a3a2466261f,4d7116c9b9a2b2,28,27,1520,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.6412364113171386, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 1.5117218590705135, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 1.0626957856819774, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.9237795463702351, -1.027866491201711, -0.7927620249232471]","[-0.6120417990159291, -0.7820090002031435, -0.9237795463702351, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.5117218590705135]"
2620592,4b5dcd20c7810c,7c9f91decbf708,f8e9b98338c0da,29,28,1479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[-0.398275862772851, -0.6412364113171386, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 1.6555720692780036, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, -0.5671883662229826, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.9155916625768576, -1.027866491201711, -0.7927620249232471]","[-0.6120417990159291, -0.7820090002031435, -0.9155916625768576, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.6555720692780036]"
1020408,681756a82a8567,60bcf075484413,cfe91f6f964f80,27,26,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.6412364113171386, -0.6731159170732939, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 1.5117218590705135, 0.8188505909716277, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, -0.7860154051361485, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.8042608844310835, -0.6185210148171189, 1.2381180723704817]","[-0.6120417990159291, -0.6731159170732939, -0.8042608844310835, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.5117218590705135]"
421860,864943a1ad0e67,7dbd019271daf8,39f290e85e9cd1,50,47,1451,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.398275862772851, -0.6412364113171386, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 1.3678716488630234, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, -0.782242525154887, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.8486058112841716, -1.4372119675863033, -0.7927620249232471]","[-0.6120417990159291, -0.7820090002031435, -0.8486058112841716, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.3678716488630234]"
893884,cd66f4def42850,b4ec6ac08989f8,daa7b148b9e29d,47,45,1500,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.398275862772851, -0.6412364113171386, 0.04756394648978489, 0.3570673533001329, -0.3717886566871876, -0.5048542334826717, 1.1161337809999157, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 0.7872755470498892, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.8630588519303921, -0.6185210148171189, -0.7927620249232471]","[-0.6120417990159291, 0.04756394648978489, -0.8630588519303921, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.1161337809999157]"
3326034,129a839a443099,0d5f1c9f9a7cce,197cb0812e83b8,47,43,1522,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.398275862772851, -0.6412364113171386, -0.1615355920558522, 0.3570673533001329, -0.3717886566871876, -0.5048542334826717, 0.6486205978255729, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, -1.385903322156724, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.7620586575159639, -1.027866491201711, -0.7927620249232471]","[-0.6120417990159291, -0.1615355920558522, -0.7620586575159639, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 0.6486205978255729]"
3767124,56d6949b3d643d,27f4292af663d1,afb05e37d884fc,31,29,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[-0.398275862772851, -0.043068117178016806, 0.7313256422680999, 1.2869302525192288, -0.3717886566871876, -0.11470413032759312, 0.2889950723068477, 1.3877155602472364, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 0.7910484270311507, -0.3983265512491942, -0.060108292477564565, 0.7221179245446486, -0.14492584511891096, -0.10674760375242259, 6.631070843280427, 1.01886089072125, 1.2640325934239276]","[-0.6120417990159291, 0.7313256422680999, 6.631070843280427, -0.3983265512491942, -0.043068117178016806, -0.11470413032759312, 0.2889950723068477]"
1391598,a78f18848550a2,195a30af54412f,9ac74b44f9da61,28,28,1376,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.6412364113171386, -0.5091247952999648, 0.3570673533001329, -0.3717886566871876, -0.5048542334826717, -0.46621853128247537, -0.7768638567421556, 0.09470392733040937, 0.6860142934837, 0.8956994262718686, -1.0350254838994064, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.7137460695610104, -0.6185210148171189, -0.7927620249232471]","[0.09470392733040937, -0.5091247952999648, -0.7137460695610104, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, -0.46621853128247537]"
1861760,8ce910a270c624,01f3f60d62612c,69d619361cfc04,48,46,-1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.398275862772851, -0.6412364113171386, 0.49988906102916025, -0.5727955459189632, -0.3717886566871876, 0.27544597282748545, -1.1495070297680534, 1.064715959048374, 0.8014496536767478, 0.6860142934837, 2.1181710211289704, -0.6766018856795656, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, 5.893651034835712, -0.10674760375242259, -0.05447884910319572, 1.01886089072125, 1.2640325934239276]","[0.8014496536767478, 0.49988906102916025, -0.05447884910319572, -0.3983363991301508, -0.6412364113171386, 0.27544597282748545, -1.1495070297680534]"
2281893,fb4820bfb8dcd2,c0ab52f7a902f7,a04d064c6573f1,4,3,1500,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[3.525624263068045, -0.6412364113171386, 3.6729900702944076, -0.5727955459189632, 5.149825056488865, 1.0557461791376426, -1.3652823450792886, -0.7768638567421556, 2.9216868327157637, 2.124199395126677, 3.454521278047009, -1.5254998814633989, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.8488991086140836, 10.843152323951463, -0.7927620249232471]","[2.9216868327157637, 3.6729900702944076, -0.8488991086140836, -0.3983363991301508, -0.6412364113171386, 1.0557461791376426, -1.3652823450792886]"
1670186,a5b20e86171dd4,40ae649de9221b,0d9888f4645e60,28,28,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.6412364113171386, 0.4589378160914391, 1.2869302525192288, -0.3717886566871876, -0.5048542334826717, -0.2144806634193677, 1.2639793946138413, 0.09470392733040937, 0.6860142934837, -0.27555472777615675, -0.9142933244990389, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.908560673807022, -1.027866491201711, 1.1794694194600517]","[0.09470392733040937, 0.4589378160914391, -0.908560673807022, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, -0.2144806634193677]"
3980392,1fdf906d152644,f00195b2d9d4ae,96979cb196a8eb,30,28,1500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[-0.398275862772851, 0.555100176961105, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, 1.8360463854477995, 0.36092017741059274, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 1.1079703454571153, -0.3038744883758746, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, 2.213687168883156, 1.8375518434904343, -0.7927620249232471]","[-0.6120417990159291, -0.7820090002031435, 2.213687168883156, -0.3038744883758746, 0.555100176961105, 1.8360463854477995, 0.36092017741059274]"
2239736,ffe0c4090cb8b4,729e23962383e3,4ad654434314df,26,25,1485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, 0.555100176961105, 0.5650387688846258, 1.2869302525192288, -0.3717886566871876, -0.11470413032759312, -0.9696942670086908, -0.7768638567421556, 0.8014496536767478, 2.124199395126677, -0.3188323469750924, 1.0777873056070233, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, 0.2673334989947242, 0.6095154143366578, -0.7927620249232471]","[0.8014496536767478, 0.5650387688846258, 0.2673334989947242, -0.3983363991301508, 0.555100176961105, -0.11470413032759312, -0.9696942670086908]"
1524762,e4c4a682901463,a260bad6273f10,6e5c1a0a0d7178,28,28,1483,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[-0.398275862772851, 1.7514367652393485, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, -0.034667900660005066, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 1.2928414645389277, 1.192873839638727, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, 0.4074644455082488, 0.20016993795206556, -0.7927620249232471]","[-0.6120417990159291, -0.7820090002031435, 0.4074644455082488, 1.192873839638727, 1.7514367652393485, -0.5048542334826717, -0.034667900660005066]"
1560682,519c15946d2955,c89dda20dae66f,c152b30f489721,27,25,1492,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, 0.555100176961105, 0.18530904309848364, -0.5727955459189632, -0.3717886566871876, 1.8360463854477995, -0.7179563991455831, -0.7768638567421556, 0.09470392733040937, 0.6860142934837, -0.2673166969036634, -1.0765271636932827, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.6407476230051278, -0.20917553843252668, -0.7927620249232471]","[0.09470392733040937, 0.18530904309848364, -0.6407476230051278, -0.3983363991301508, 0.555100176961105, 1.8360463854477995, -0.7179563991455831]"
4402296,653ff0a2e9379a,038734e9095980,665dcf41d7c9dc,95,93,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[-0.398275862772851, -0.6412364113171386, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 0.36092017741059274, 0.8300993333019364, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 0.9872381860567477, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.6056334148962155, 0.20016993795206556, 1.253121216138266]","[-0.6120417990159291, -0.7820090002031435, -0.6056334148962155, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 0.36092017741059274]"
1722299,c96752c84c9489,a4c594ecfb5774,9d38af055367f9,27,26,1434,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.043068117178016806, -0.5313377433116377, -0.5727955459189632, -0.3717886566871876, 0.27544597282748545, 0.5766954927218279, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 0.7155908274059211, 0.9712965181163506, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.18206318761492804, 0.20016993795206556, -0.7927620249232471]","[-0.6120417990159291, -0.5313377433116377, -0.18206318761492804, 0.9712965181163506, -0.043068117178016806, 0.27544597282748545, 0.5766954927218279]"
3792678,3c20bb0b05686a,685ef743fa877c,7770008bfe2ed5,27,24,1497,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[-0.398275862772851, 1.1532684711002268, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, 5.347397313843507, -0.3942934261787303, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 0.4288519488300485, 3.969717114623829, -0.060108292477564565, 0.4383796661614108, -0.14492584511891096, -0.10674760375242259, 2.7790992437691218, 1.4282063671058423, -0.7927620249232471]","[-0.6120417990159291, -0.7820090002031435, 2.7790992437691218, 3.969717114623829, 1.1532684711002268, 5.347397313843507, -0.3942934261787303]"
3270245,c1f028b2d69566,e957621e347bfb,43d10f2f6e41d5,48,46,1484,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[-0.398275862772851, 2.3496050593784705, 0.9304976062833804, 0.3570673533001329, 3.309287152096848, 0.27544597282748545, -1.5450951078386512, -0.7768638567421556, 2.214941106369425, 2.124199395126677, 0.2933167163194136, 1.0513771457381929, 4.380477412416772, -0.060108292477564565, 1.3020391017665294, -0.14492584511891096, -0.10674760375242259, 2.2910850753877194, 1.8375518434904343, -0.7927620249232471]","[2.214941106369425, 0.9304976062833804, 2.2910850753877194, 4.380477412416772, 2.3496050593784705, 0.27544597282748545, -1.5450951078386512]"
1419836,8d66e427e26194,cd567e02903b3f,9cdf457a1ea2e6,31,31,1473,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.6412364113171386, -0.1615355920558522, 0.3570673533001329, -0.3717886566871876, -0.5048542334826717, 0.6126580452737004, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 0.9947839460192708, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.5749186667359836, 0.6095154143366578, -0.7927620249232471]","[-0.6120417990159291, -0.1615355920558522, -0.5749186667359836, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 0.6126580452737004]"
2889307,582b7fb32cd226,ab899c2d2886e6,40a593cfa78aed,28,26,1409,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[-0.398275862772851, -0.043068117178016806, -0.6379350748313424, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 0.792470808033063, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, -0.3860901271224315, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.741609315902653, 0.20016993795206556, -0.7927620249232471]","[-0.6120417990159291, -0.6379350748313424, -0.741609315902653, -0.3983363991301508, -0.043068117178016806, -0.5048542334826717, 0.792470808033063]"
2871127,a9c9bdeb6ea375,57b321461818e0,15162527eba7d3,30,30,-1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[-0.398275862772851, -0.6412364113171386, -0.35996298798135595, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 0.037257204443739984, 0.9522285357452874, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, 0.8778246666001648, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, 0.4335353192782069, 0.20016993795206556, 1.2681243599060505]","[-0.6120417990159291, -0.35996298798135595, 0.4335353192782069, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 0.037257204443739984]"
1379381,b9166170a332f6,6d6ed847b3842c,76ac7bf5abfbdb,98,96,1667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[-0.398275862772851, -0.6412364113171386, -0.7820090002031435, -0.5727955459189632, -0.3717886566871876, -0.5048542334826717, 1.547684411622386, -0.7768638567421556, -0.6120417990159291, -0.7521708081592771, -0.4427010193248454, -0.695466285585873, -0.3983363991301508, -0.060108292477564565, -0.16114185127773303, -0.14492584511891096, -0.10674760375242259, -0.9077541061497639, -1.4372119675863033, -0.7927620249232471]","[-0.6120417990159291, -0.7820090002031435, -0.9077541061497639, -0.3983363991301508, -0.6412364113171386, -0.5048542334826717, 1.547684411622386]"
