user_id,gaming_score,impression_score,community_score,link_prediction_score,bonus_score,composite_score,crew_level,gaming_time,norm_gaming_score,norm_impression_score,norm_community_score,norm_link_prediction_score,norm_bonus_score,norm_composite_score
jylluP8suIx,9880.75,0.0,0.0,0.0,0.38,1.2713365603019922,3,13174.0,4.869573702227094,-3.555559264902522e-17,-0.626361529835472,-0.6344969869129441,5.551115123125783e-17,1.2713365603019922
hBStaWzaCES,0.0,-0.1543328126434669,0.12,2.6000000000000005,0.38,-0.07293021335964946,3,0.0,-0.18585347989123235,-0.160634684340941,0.04569788625774893,0.09207356533590295,5.551115123125783e-17,-0.07293021335964946
db9vg72JStr,0.0,0.0485134517403299,0.10460000000000001,2.1018240839963744,0.38,-0.05661577751366524,3,0.0,-0.18585347989123235,0.05049440150229288,-0.040549738807547656,-0.047141800205570024,5.551115123125783e-17,-0.05661577751366524
8qqQdeMC3s5,16487.5,1.9012277957460315,0.5759,11.53774825374876,0.38,3.7475208179215618,3,21983.0,8.249878186751067,1.9788606298222275,2.5989636178985775,2.5897292132541345,5.551115123125783e-17,3.7475208179215618
1c20RpLe0Mq,0.0,-0.1947843456454777,0.12,2.4666666666666672,0.38,-0.09090804163331119,3,0.0,-0.18585347989123235,-0.202737974779225,0.04569788625774893,0.05481353701544928,5.551115123125783e-17,-0.09090804163331119
bnwc5U02RAH,0.0,-0.0760232188962898,0.050199999999999995,1.0682984338018988,0.38,-0.17725173265633726,2,0.0,-0.18585347989123235,-0.07912747497318887,-0.3452166741031412,-0.33596076267678104,5.551115123125783e-17,-0.17725173265633726
eRQCPKmcM15,0.0,0.2025643769804944,0.0447,0.9763538606053109,0.38,-0.11298000030570905,2,0.0,-0.18585347989123235,0.21083568813166764,-0.37601939734074724,-0.3616546931859077,5.551115123125783e-17,-0.11298000030570905
7d1TWdLO0V8,0.0,-0.7506327982850082,0.004,0.08000000000000002,0.38,-0.43390103966565985,1,0.0,-0.18585347989123235,-0.7812833871370107,-0.6039595492990313,-0.6121409699206718,5.551115123125783e-17,-0.43390103966565985
jiPxwypTcrW,0.0,1.187215159933001,0.32,6.45,0.38,0.6033382030188187,3,0.0,-0.18585347989123235,1.2356927162416376,1.1657969130797838,1.167956883089003,5.551115123125783e-17,0.6033382030188187
9hIABNAJ37J,0.0,-0.6854497049871573,0.04,0.8,0.38,-0.35653724796450265,1,0.0,-0.18585347989123235,-0.7134386726079283,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.35653724796450265
daZQSYsRwU3,0.0,-0.4023990829696244,0.08,1.8,0.38,-0.2045931179496767,2,0.0,-0.18585347989123235,-0.41883024461710927,-0.178321919106658,-0.1314866045868193,5.551115123125783e-17,-0.2045931179496767
ljmlg5QFY4V,0.0,1.3595441013737082,0.12,2.5333333333333337,0.38,0.3172670462190885,3,0.0,-0.18585347989123235,1.4150583653021926,0.04569788625774893,0.07344355117567605,5.551115123125783e-17,0.3172670462190885
707cjwGd2uM,0.0,0.7512280759443211,0.31959999999999994,6.402909988484027,0.38,0.48703488435120823,3,0.0,-0.18585347989123235,0.7819029717688275,1.1635567150261394,1.1547975693687857,5.551115123125783e-17,0.48703488435120823
3GFtsj7w2yz,0.0,-0.5472232529781605,0.005,0.1,0.38,-0.3792943474986189,1,0.0,-0.18585347989123235,-0.5695680199209454,-0.5983590541649211,-0.6065519656726037,5.551115123125783e-17,-0.3792943474986189
gHhUDzI8iYV,0.0,-0.6824008299754417,0.04,0.8,0.38,-0.3557439055334389,1,0.0,-0.18585347989123235,-0.7102653028836732,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3557439055334389
dedqt6YGdo1,0.0,-0.6873109728390541,0.04,0.8,0.38,-0.35702156521490175,1,0.0,-0.18585347989123235,-0.7153759416095247,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.35702156521490175
2K6elDiu9Pf,0.0,-0.4885960509232052,0.041299999999999996,0.8260000000000001,0.38,-0.30313309767562097,2,0.0,-0.18585347989123235,-0.5085468933401297,-0.39506108079672175,-0.40367111146773343,5.551115123125783e-17,-0.30313309767562097
fjpLf3aGLm6,0.0,-0.6923475779661078,0.04,0.8,0.38,-0.3583321314206173,1,0.0,-0.18585347989123235,-0.7206182064323869,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3583321314206173
4iGFY2u1rrh,0.0,-0.395278432861959,0.06,1.2000000000000002,0.38,-0.2474752818034026,2,0.0,-0.18585347989123235,-0.4114188370054983,-0.2903318217888615,-0.29915673202886084,5.551115123125783e-17,-0.2474752818034026
cT4vfI0s1Nj,0.0,0.266305635661271,0.13,2.62645668419947,0.38,0.0436025414662877,3,0.0,-0.18585347989123235,0.2771796936111417,0.10170283759885072,0.09946689135493447,5.551115123125783e-17,0.0436025414662877
cgqgMgIzmsy,0.0,-0.032536818902596,0.0433,0.8880145748390049,0.38,-0.17987662679663335,2,0.0,-0.18585347989123235,-0.033865394820160565,-0.3838600905285014,-0.3863411253568668,5.551115123125783e-17,-0.17987662679663335
gQ4YXzWI9DX,0.0,0.2300537499244427,0.07759999999999999,1.558154279042832,0.38,-0.05488455958722816,3,0.0,-0.18585347989123235,0.23944753463369833,-0.1917631074285225,-0.19907044267715396,5.551115123125783e-17,-0.05488455958722816
dDHkrVfR054,0.0,-0.7408050792282574,0.004,0.08000000000000002,0.38,-0.4313437860890669,1,0.0,-0.18585347989123235,-0.771054372830639,-0.6039595492990313,-0.6121409699206718,5.551115123125783e-17,-0.4313437860890669
1cJd97RUw0E,0.0,0.3898720847353615,0.209,4.210950278845415,0.38,0.2085568768049233,3,0.0,-0.18585347989123235,0.4057917314672905,0.5441419531935544,0.5422539629305747,5.551115123125783e-17,0.2085568768049233
6eLZwi2e91k,0.0,-0.6884985799988729,0.04,0.8,0.38,-0.3573305903955664,1,0.0,-0.18585347989123235,-0.7166120423321833,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3573305903955664
1LHZmUIlpDb,0.0,-0.277593229666249,0.08,1.6,0.38,-0.18329561377631345,2,0.0,-0.18585347989123235,-0.288928193939112,-0.178321919106658,-0.18737664706749982,5.551115123125783e-17,-0.18329561377631345
hz21DMqddNb,0.0,0.8210867738733348,0.182,3.669264077732104,0.38,0.27536629475751406,3,0.0,-0.18585347989123235,0.854614209891729,0.39292858457257973,0.39087963897346767,5.551115123125783e-17,0.27536629475751406
2LgBALzkLsE,3.25,2.260955563132277,0.6519000000000001,13.052706402915156,0.38,1.4381391420373957,3,4.0,-0.184190636651409,2.353277161038132,3.024601248090952,3.01308458982095,5.551115123125783e-17,1.4381391420373957
8AVg80quzFc,0.0,-0.6763030799520106,0.04,0.8,0.38,-0.3541572206713113,2,0.0,-0.18585347989123235,-0.7039185634351629,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3541572206713113
27yqJuXiea3,0.0,-0.6897914939789549,0.04,0.8,0.38,-0.3576670172796378,1,0.0,-0.18585347989123235,-0.7179577498684689,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3576670172796378
eyYnR1oW1Mr,0.0,0.3770251945199303,0.249,5.029799569775001,0.38,0.2733815121766515,3,0.0,-0.18585347989123235,0.3924202641871218,0.7681617585579614,0.7710815712072232,5.551115123125783e-17,0.2733815121766515
bGYW1xSpV8w,0.0,-0.4410101266825652,0.047,0.9400000000000001,0.38,-0.2811871005382667,2,0.0,-0.18585347989123235,-0.459017893067674,-0.36313825853229376,-0.3718137872537456,5.551115123125783e-17,-0.2811871005382667
5a8J3vooJfk,0.0,-0.5285992843649837,0.012200000000000003,0.3339588289055084,0.38,-0.35733991183615366,1,0.0,-0.18585347989123235,-0.5501835788023581,-0.5580354891993278,-0.5411721212413081,5.551115123125783e-17,-0.35733991183615366
8PzI8nEQu5L,3351.25,2.799072587434794,0.32,6.480621888357448,0.38,1.5388624227005645,3,4468.0,1.5287937224035368,2.913367117650352,1.1657969130797838,1.1765141762946851,5.551115123125783e-17,1.5388624227005645
4uIfdeBHGQq,0.0,0.1921775235897319,0.0968,2.057683912048361,0.38,-0.02606858308933023,3,0.0,-0.18585347989123235,0.20002470835917274,-0.08423360085360711,-0.059476780631965036,5.551115123125783e-17,-0.02606858308933023
47lrmGX4zbZ,0.0,-0.7165022729626302,0.04,0.8,0.38,-0.36461738233333424,1,0.0,-0.18585347989123235,-0.7457592100832547,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.36461738233333424
2uCr83mf6TN,0.0,-0.3834247480738503,0.08,1.8,0.38,-0.19965583947279958,2,0.0,-0.18585347989123235,-0.3990811307096009,-0.178321919106658,-0.1314866045868193,5.551115123125783e-17,-0.19965583947279958
7hArKQXnJHp,0.0,0.0,0.0,0.0,0.38,-0.24529159433350572,2,0.0,-0.18585347989123235,-3.555559264902522e-17,-0.626361529835472,-0.6344969869129441,5.551115123125783e-17,-0.24529159433350572
gGpfWfwwWx2,0.0,-0.7335612776196857,0.006100000000000001,0.12200000000000003,0.38,-0.425935403387285,1,0.0,-0.18585347989123235,-0.7635147850729181,-0.5921985095173999,-0.600404060999729,5.551115123125783e-17,-0.425935403387285
lzOnkrc2GTI,0.0,-0.0165248666845725,0.047,0.9707410663274768,0.38,-0.1690144144087773,2,0.0,-0.18585347989123235,-0.01719962656149264,-0.36313825853229376,-0.3632231897390251,5.551115123125783e-17,-0.1690144144087773
enB5kUHpPbx,0.0,-0.5341073894811872,0.009500000000000001,0.2660590492152279,0.38,-0.36408022148641783,1,0.0,-0.18585347989123235,-0.5559165963733013,-0.5731568260614253,-0.5601467290979013,5.551115123125783e-17,-0.36408022148641783
g10hXkH8CW1,0.0,-0.6946541095315786,0.04,0.8,0.38,-0.3589323099626843,1,0.0,-0.18585347989123235,-0.723018920600655,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3589323099626843
iXlExElIHf9,0.0,-0.6865436776292442,0.04,0.8,0.38,-0.3568219086711749,1,0.0,-0.18585347989123235,-0.7145773154346174,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3568219086711749
dlb6wxpILIp,236.5,0.0,0.0,0.0,0.38,-0.20899044729797756,2,315.0,-0.0648496564394717,-3.555559264902522e-17,-0.626361529835472,-0.6344969869129441,5.551115123125783e-17,-0.20899044729797756
2ro9MUJjfZI,0.0,-0.0650002909276388,0.0528,1.056,0.38,-0.17361470711323945,2,0.0,-0.18585347989123235,-0.06765444778973634,-0.33065538675445477,-0.33939756261495085,5.551115123125783e-17,-0.17361470711323945
gMusFLwQduV,0.0,0.0,0.0,0.0,0.38,-0.24529159433350572,2,0.0,-0.18585347989123235,-3.555559264902522e-17,-0.626361529835472,-0.6344969869129441,5.551115123125783e-17,-0.24529159433350572
gDLmJl57aFq,0.0,-0.2961413340683091,0.0504,1.0993518006196534,0.38,-0.23268069829056293,2,0.0,-0.18585347989123235,-0.3082336730832703,-0.3440965750763192,-0.32728289272371874,5.551115123125783e-17,-0.23268069829056293
,0.0,-0.4915594036413179,0.0,0.0,0.38,-0.3731994064932532,1,0.0,-0.18585347989123235,-0.5116312486389901,-0.626361529835472,-0.6344969869129441,5.551115123125783e-17,-0.3731994064932532
4YiCEoeeEbh,0.0,1.3838776820993963,0.6051,12.131125630336339,0.38,1.1316998828302607,3,0.0,-0.18585347989123235,1.4403855591231574,2.7624980758145945,2.7555486471769077,5.551115123125783e-17,1.1316998828302607
31rrYnzoTcb,0.0,0.2372319902431515,0.0839,1.7765038061674283,0.38,-0.03728484595517691,3,0.0,-0.18585347989123235,0.24691888403742487,-0.1564799880836283,-0.13805262094400297,5.551115123125783e-17,-0.03728484595517691
aspE335mNkH,0.0,-0.5533210030015918,0.005,0.1,0.38,-0.38088103236074655,1,0.0,-0.18585347989123235,-0.5759147593694558,-0.5983590541649211,-0.6065519656726037,5.551115123125783e-17,-0.38088103236074655
dCUKB2Vf9Zk,0.0,3.9736001672730583,0.6625,13.28064546037741,0.38,1.9019605927133019,3,0.0,-0.18585347989123235,4.135854181842632,3.0839664965125184,3.0767822078438085,5.551115123125783e-17,1.9019605927133019
8OUCVqoX8dO,0.0,-0.7024278393210462,0.04,0.8,0.38,-0.3609550985866558,1,0.0,-0.18585347989123235,-0.7311100750965409,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3609550985866558
lHzTh3RKUHT,0.0,-0.1341782947212763,0.12,2.6000000000000005,0.38,-0.06768584152286757,3,0.0,-0.18585347989123235,-0.1396571969938135,0.04569788625774893,0.09207356533590295,5.551115123125783e-17,-0.06768584152286757
jWfZ6q076Jb,0.0,0.1330619543065899,0.16,3.3456134383288014,0.38,0.0659266232672075,3,0.0,-0.18585347989123235,0.13849527305127216,0.269717691622156,0.3004353990477177,5.551115123125783e-17,0.0659266232672075
43HnWoz1JOX,0.0,0.2361456899883076,0.161,3.3294722519891233,0.38,0.09240777964872851,3,0.0,-0.18585347989123235,0.2457882268845649,0.2753181867562661,0.2959247410966518,5.551115123125783e-17,0.09240777964872851
7bB7ba0JmZB,0.0,0.3107294003968104,0.0662,1.434912812349726,0.38,-0.047164625027330105,3,0.0,-0.18585347989123235,0.3234174139202692,-0.2556087519573784,-0.23351029672144932,5.551115123125783e-17,-0.047164625027330105
kD3siDmGl8x,0.0,-0.7479905897408837,0.001,0.020000000000000004,0.38,-0.43824706629350846,1,0.0,-0.18585347989123235,-0.7785332892921093,-0.6207610347013618,-0.628907982664876,5.551115123125783e-17,-0.43824706629350846
fucCn2lUPHV,0.0,-0.1586974124347591,0.0181,0.36200000000000004,0.38,-0.25621687872134646,2,0.0,-0.18585347989123235,-0.16517750383434596,-0.5249925679080778,-0.5333360100229123,5.551115123125783e-17,-0.25621687872134646
3oYkVCJVJEH,0.0,2.318419329443788,0.6114999999999999,12.257200762357494,0.38,1.385505990745747,3,0.0,-0.18585347989123235,2.4130873453041017,2.7983412446728995,2.7907803695990063,5.551115123125783e-17,1.385505990745747
eD56kDZ2pHQ,0.0,-0.6865436776292442,0.04,0.8,0.38,-0.3568219086711749,1,0.0,-0.18585347989123235,-0.7145773154346174,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3568219086711749
lj2EHJiZWPg,0.0,-0.4915594036413179,0.03,0.6000000000000001,0.38,-0.3228638956025144,2,0.0,-0.18585347989123235,-0.5116312486389901,-0.45834667581216676,-0.46682685947090247,5.551115123125783e-17,-0.3228638956025144
gcvJdi1Ad2I,0.0,-0.7408050792282574,0.004,0.08000000000000002,0.38,-0.4313437860890669,1,0.0,-0.18585347989123235,-0.771054372830639,-0.6039595492990313,-0.6121409699206718,5.551115123125783e-17,-0.4313437860890669
lIGZc43bpDL,0.0,-0.0239427473596903,0.0591,1.182,0.38,-0.15236073826780955,2,0.0,-0.18585347989123235,-0.024920401556237443,-0.2953722674095607,-0.30418683585212214,5.551115123125783e-17,-0.15236073826780955
820BKNsM0PI,4651.75,0.991448869018362,0.0603,1.2243399126426424,0.38,0.8289030722374544,3,6202.0,2.1941868403697726,1.0319327004223378,-0.28865167324862845,-0.2923549382709942,5.551115123125783e-17,0.8289030722374544
HisxH4s5Dg,0.0,-0.681213222815623,0.04,0.8,0.38,-0.3554348803527742,1,0.0,-0.18585347989123235,-0.7090292021610146,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3554348803527742
aeITr5f53A3,0.0,-0.6826916397777612,0.04,0.8,0.38,-0.3558195766431638,1,0.0,-0.18585347989123235,-0.7105679873225731,-0.4023417244710649,-0.41093681699022194,5.551115123125783e-17,-0.3558195766431638
fhOCKXcFiyE,0.0,-0.5330599643381522,0.0074,0.148,0.38,-0.3715821020770435,1,0.0,-0.18585347989123235,-0.5548264017196802,-0.5849178658430566,-0.5931383554772405,5.551115123125783e-17,-0.3715821020770435
7UPn7IegdLf,0.0,3.967003310190133,1.0,20.02177249106239,0.38,2.4660226229655597,3,0.0,-0.18585347989123235,4.1289879552962,4.974133604274702,4.960591588407045,5.551115123125783e-17,2.4660226229655597
